Enemy,Damage Taken
3 Sentries,39.0
Slavers,39.0
Nemesis,39.0
Reptomancer,39.0
Champ,39.0
Lagavulin,39.0
Sentry and Sphere,39.0
Book of Stabbing,39.0
Slime Boss,39.0
Gremlin Nob,39.0
Book of Stabbing,39.0
Gremlin Nob,39.0
3 Byrds,39.0
Gremlin Nob,39.0
Gremlin Nob,39.0
3 Byrds,39.0
Spheric Guardian,39.0
Slavers,39.0
Hexaghost,39.0
Hexaghost,39.0
Cultist and Chosen,39.0
Book of Stabbing,39.0
Lagavulin Event,39.0
Hexaghost,39.0
Gremlin Nob,39.0
Colosseum Slavers,39.0
3 Byrds,39.0
Gremlin Leader,39.0
Donu and Deca,39.0
Gremlin Leader,39.0
Hexaghost,39.0
Slime Boss,39.0
Slavers,39.0
Slavers,39.0
Slavers,39.0
Gremlin Gang,39.0
Gremlin Nob,39.0
Slime Boss,39.0
Shield and Spear,39.0
3 Sentries,39.0
Slime Boss,39.0
Slime Boss,39.0
Transient,39.0
Exordium Thugs,39.0
Lagavulin,39.0
Snake Plant,39.0
Reptomancer,39.0
Spire Growth,39.0
Gremlin Leader,39.0
2 Orb Walkers,39.0
The Heart,39.0
Shelled Parasite and Fungi,39.0
Slavers,39.0
Gremlin Nob,39.0
Awakened One,39.0
Automaton,39.0
Donu and Deca,39.0
Lagavulin,39.0
Lagavulin,39.0
Shelled Parasite and Fungi,39.0
Reptomancer,39.0
Slavers,39.0
Nemesis,39.0
Gremlin Nob,39.0
Slavers,38.0
Slime Boss,38.0
Donu and Deca,38.0
3 Sentries,38.0
3 Sentries,38.0
Slime Boss,38.0
The Guardian,38.0
Automaton,38.0
3 Cultists,38.0
Slime Boss,38.0
Book of Stabbing,38.0
Awakened One,38.0
Gremlin Nob,38.0
Collector,38.0
Spire Growth,38.0
The Heart,38.0
3 Sentries,38.0
Masked Bandits,38.0
Giant Head,38.0
The Heart,38.0
Shield and Spear,38.0
Time Eater,38.0
Gremlin Gang,38.0
Gremlin Nob,38.0
3 Darklings,38.0
Giant Head,38.0
Slavers,38.0
3 Sentries,38.0
Snake Plant,38.0
Reptomancer,38.0
Collector,38.0
3 Darklings,38.0
Slime Boss,38.0
Centurion and Healer,38.0
Gremlin Leader,38.0
Donu and Deca,38.0
Book of Stabbing,38.0
The Heart,38.0
Shell Parasite,38.0
Snecko,38.0
Slime Boss,38.0
Nemesis,38.0
Lagavulin,38.0
Snecko,38.0
Collector,38.0
Lagavulin,38.0
3 Darklings,38.0
Slime Boss,38.0
Donu and Deca,38.0
Chosen,38.0
Book of Stabbing,38.0
The Guardian,38.0
Slime Boss,38.0
The Guardian,38.0
Time Eater,38.0
Champ,38.0
Time Eater,38.0
Centurion and Healer,38.0
Book of Stabbing,38.0
Gremlin Nob,38.0
Reptomancer,38.0
3 Darklings,38.0
Champ,38.0
3 Byrds,38.0
Sentry and Sphere,38.0
Book of Stabbing,38.0
Slavers,38.0
Slavers,38.0
Snake Plant,38.0
Hexaghost,38.0
Shelled Parasite and Fungi,38.0
Time Eater,38.0
The Guardian,38.0
Collector,38.0
Awakened One,38.0
Hexaghost,38.0
3 Sentries,38.0
The Guardian,38.0
Shield and Spear,38.0
Awakened One,38.0
Snecko,38.0
Reptomancer,38.0
Slavers,38.0
Slime Boss,37.0
Hexaghost,37.0
Reptomancer,37.0
Gremlin Leader,37.0
Lagavulin,37.0
Reptomancer,37.0
Maw,37.0
3 Sentries,37.0
3 Sentries,37.0
Hexaghost,37.0
Slavers,37.0
Cultist and Chosen,37.0
3 Sentries,37.0
Exordium Thugs,37.0
3 Sentries,37.0
Chosen,37.0
Time Eater,37.0
3 Darklings,37.0
3 Sentries,37.0
Lagavulin,37.0
3 Darklings,37.0
Shell Parasite,37.0
Lagavulin,37.0
Slavers,37.0
3 Darklings,37.0
Nemesis,37.0
Book of Stabbing,37.0
Nemesis,37.0
Donu and Deca,37.0
Snecko,37.0
Shell Parasite,37.0
Gremlin Leader,37.0
The Heart,37.0
2 Orb Walkers,37.0
Snake Plant,37.0
Automaton,37.0
The Guardian,37.0
Automaton,37.0
The Heart,37.0
3 Sentries,37.0
Slime Boss,37.0
Snake Plant,37.0
Lagavulin,37.0
Book of Stabbing,37.0
Snake Plant,37.0
The Guardian,37.0
Hexaghost,37.0
Masked Bandits,37.0
Nemesis,37.0
Nemesis,37.0
3 Sentries,37.0
Hexaghost,37.0
Gremlin Nob,37.0
Donu and Deca,37.0
Slavers,37.0
The Heart,37.0
3 Shapes,37.0
3 Sentries,37.0
Awakened One,37.0
Shell Parasite,37.0
Slavers,37.0
Hexaghost,37.0
Hexaghost,37.0
The Guardian,37.0
3 Cultists,37.0
The Guardian,37.0
3 Sentries,37.0
Slavers,37.0
Slavers,37.0
Champ,37.0
Reptomancer,37.0
Hexaghost,37.0
Book of Stabbing,37.0
3 Byrds,37.0
3 Byrds,37.0
Giant Head,37.0
3 Darklings,37.0
Awakened One,37.0
Time Eater,37.0
Gremlin Leader,37.0
Shield and Spear,37.0
3 Darklings,37.0
3 Sentries,37.0
Hexaghost,37.0
The Guardian,37.0
Exordium Thugs,37.0
Slavers,37.0
Sphere and 2 Shapes,37.0
2 Thieves,37.0
Gremlin Nob,37.0
Slime Boss,37.0
The Guardian,37.0
Collector,37.0
Gremlin Leader,36.0
Time Eater,36.0
3 Darklings,36.0
Maw,36.0
Nemesis,36.0
Time Eater,36.0
Slavers,36.0
The Heart,36.0
Spheric Guardian,36.0
The Guardian,36.0
The Guardian,36.0
Champ,36.0
Hexaghost,36.0
3 Cultists,36.0
Gremlin Nob,36.0
Shell Parasite,36.0
2 Orb Walkers,36.0
Gremlin Leader,36.0
Slavers,36.0
Hexaghost,36.0
Donu and Deca,36.0
Donu and Deca,36.0
Hexaghost,36.0
Book of Stabbing,36.0
Shelled Parasite and Fungi,36.0
3 Darklings,36.0
3 Darklings,36.0
Gremlin Nob,36.0
Spire Growth,36.0
Shield and Spear,36.0
Shelled Parasite and Fungi,36.0
Champ,36.0
Chosen,36.0
Giant Head,36.0
Gremlin Leader,36.0
Slavers,36.0
Shell Parasite,36.0
Automaton,36.0
Awakened One,36.0
Slime Boss,36.0
Slime Boss,36.0
Giant Head,36.0
Gremlin Leader,36.0
Jaw Worm Horde,36.0
Automaton,36.0
Lagavulin,36.0
Nemesis,36.0
Gremlin Nob,36.0
Gremlin Nob,36.0
3 Darklings,36.0
Exordium Thugs,36.0
Lagavulin,36.0
Lagavulin,36.0
3 Sentries,36.0
Slime Boss,36.0
3 Sentries,36.0
Nemesis,36.0
Slime Boss,36.0
Gremlin Leader,36.0
Hexaghost,36.0
Slime Boss,36.0
Lagavulin,36.0
Lagavulin,36.0
3 Darklings,36.0
Spire Growth,36.0
Nemesis,36.0
Book of Stabbing,36.0
3 Sentries,36.0
Time Eater,36.0
Gremlin Nob,36.0
Gremlin Nob,36.0
Book of Stabbing,36.0
The Guardian,36.0
Shelled Parasite and Fungi,36.0
Slime Boss,36.0
Jaw Worm Horde,36.0
Slime Boss,36.0
Book of Stabbing,36.0
Slime Boss,36.0
Gremlin Gang,36.0
Donu and Deca,36.0
Time Eater,36.0
Lagavulin,36.0
3 Sentries,36.0
Slavers,36.0
Lagavulin,36.0
Slavers,36.0
3 Sentries,36.0
The Heart,36.0
Automaton,36.0
Reptomancer,36.0
Cultist and Chosen,36.0
Slavers,36.0
The Guardian,36.0
Slavers,36.0
Gremlin Leader,36.0
Nemesis,36.0
Lagavulin,36.0
Jaw Worm Horde,36.0
Snecko,36.0
The Guardian,36.0
Slime Boss,36.0
Lagavulin,36.0
Spire Growth,36.0
Awakened One,36.0
Nemesis,36.0
Lagavulin,36.0
Sentry and Sphere,36.0
Gremlin Leader,36.0
3 Sentries,36.0
The Guardian,36.0
Gremlin Nob,36.0
Lagavulin,35.0
The Guardian,35.0
Slime Boss,35.0
Shelled Parasite and Fungi,35.0
Slavers,35.0
Nemesis,35.0
Awakened One,35.0
Shield and Spear,35.0
Slime Boss,35.0
3 Sentries,35.0
Gremlin Gang,35.0
3 Darklings,35.0
Slime Boss,35.0
Book of Stabbing,35.0
Lagavulin,35.0
Lagavulin,35.0
Giant Head,35.0
Snake Plant,35.0
Lagavulin,35.0
Awakened One,35.0
Gremlin Nob,35.0
Shield and Spear,35.0
Shield and Spear,35.0
Gremlin Nob,35.0
Hexaghost,35.0
Nemesis,35.0
Lagavulin,35.0
Transient,35.0
Gremlin Nob,35.0
Cultist and Chosen,35.0
Shield and Spear,35.0
Lagavulin,35.0
Sentry and Sphere,35.0
Shield and Spear,35.0
Reptomancer,35.0
Jaw Worm Horde,35.0
Lagavulin,35.0
Lagavulin,35.0
Slavers,35.0
The Guardian,35.0
Gremlin Nob,35.0
Slime Boss,35.0
Gremlin Nob,35.0
3 Sentries,35.0
4 Shapes,35.0
The Guardian,35.0
3 Sentries,35.0
Spheric Guardian,35.0
Hexaghost,35.0
Slavers,35.0
Giant Head,35.0
The Guardian,35.0
Lagavulin,35.0
Gremlin Leader,35.0
Snecko,35.0
Giant Head,35.0
3 Darklings,35.0
Book of Stabbing,35.0
Donu and Deca,35.0
Gremlin Nob,35.0
3 Sentries,35.0
The Heart,35.0
2 Thieves,35.0
Lagavulin,35.0
Book of Stabbing,35.0
3 Sentries,35.0
3 Sentries,35.0
Time Eater,35.0
Cultist and Chosen,35.0
3 Sentries,35.0
Sentry and Sphere,35.0
Giant Head,35.0
Snake Plant,35.0
3 Sentries,35.0
Book of Stabbing,35.0
Shelled Parasite and Fungi,35.0
Nemesis,35.0
Gremlin Nob,35.0
Lagavulin,35.0
Champ,35.0
Snecko,35.0
Lagavulin,35.0
Hexaghost,35.0
Gremlin Nob,35.0
Shell Parasite,35.0
Hexaghost,35.0
Shelled Parasite and Fungi,35.0
Slavers,35.0
Hexaghost,35.0
Lagavulin,35.0
Spheric Guardian,35.0
Slavers,35.0
Centurion and Healer,35.0
Slime Boss,35.0
The Guardian,35.0
3 Sentries,35.0
Hexaghost,35.0
Slime Boss,35.0
Slavers,35.0
3 Byrds,35.0
Slime Boss,35.0
Lagavulin,35.0
3 Sentries,35.0
Snake Plant,35.0
Slime Boss,35.0
Sentry and Sphere,35.0
3 Byrds,35.0
Lagavulin,35.0
Sentry and Sphere,35.0
Lagavulin,35.0
Book of Stabbing,35.0
Lagavulin,35.0
Hexaghost,34.0
The Guardian,34.0
The Guardian,34.0
Hexaghost,34.0
Gremlin Nob,34.0
Gremlin Nob,34.0
Slavers,34.0
Gremlin Nob,34.0
3 Cultists,34.0
The Guardian,34.0
3 Cultists,34.0
Sentry and Sphere,34.0
Gremlin Nob,34.0
Giant Head,34.0
Book of Stabbing,34.0
Reptomancer,34.0
Reptomancer,34.0
Slavers,34.0
Masked Bandits,34.0
Slime Boss,34.0
The Guardian,34.0
Lagavulin,34.0
2 Thieves,34.0
Awakened One,34.0
Book of Stabbing,34.0
Gremlin Nob,34.0
Cultist and Chosen,34.0
Slavers,34.0
Slime Boss,34.0
Sentry and Sphere,34.0
Slavers,34.0
3 Sentries,34.0
Slavers,34.0
Lagavulin,34.0
The Heart,34.0
3 Sentries,34.0
Shell Parasite,34.0
Lagavulin,34.0
3 Cultists,34.0
Gremlin Nob,34.0
The Guardian,34.0
3 Sentries,34.0
Jaw Worm,34.0
Gremlin Nob,34.0
Gremlin Nob,34.0
Donu and Deca,34.0
3 Darklings,34.0
Writhing Mass,34.0
Shelled Parasite and Fungi,34.0
3 Darklings,34.0
Jaw Worm Horde,34.0
Giant Head,34.0
Slavers,34.0
Chosen and Byrds,34.0
Slavers,34.0
Book of Stabbing,34.0
Book of Stabbing,34.0
Writhing Mass,34.0
Gremlin Nob,34.0
The Guardian,34.0
Gremlin Nob,34.0
3 Shapes,34.0
Transient,34.0
Snake Plant,34.0
Time Eater,34.0
Book of Stabbing,34.0
Gremlin Nob,34.0
3 Cultists,34.0
Hexaghost,34.0
Spire Growth,34.0
Giant Head,34.0
Slavers,34.0
Awakened One,34.0
Slime Boss,34.0
The Heart,34.0
Automaton,34.0
Slavers,34.0
Collector,34.0
Slavers,34.0
Gremlin Leader,34.0
Slavers,34.0
The Guardian,34.0
Book of Stabbing,34.0
Cultist,34.0
Gremlin Nob,34.0
Awakened One,34.0
Time Eater,34.0
Lagavulin,34.0
Cultist and Chosen,34.0
3 Sentries,34.0
3 Sentries,34.0
Spheric Guardian,34.0
Reptomancer,34.0
The Guardian,34.0
Slime Boss,34.0
Gremlin Nob,34.0
3 Sentries,34.0
Lagavulin,34.0
Automaton,34.0
Book of Stabbing,34.0
Gremlin Nob,33.0
Hexaghost,33.0
Gremlin Gang,33.0
Hexaghost,33.0
Shield and Spear,33.0
Shelled Parasite and Fungi,33.0
Sentry and Sphere,33.0
Gremlin Nob,33.0
Gremlin Nob,33.0
Donu and Deca,33.0
3 Sentries,33.0
Automaton,33.0
Sphere and 2 Shapes,33.0
Slime Boss,33.0
Reptomancer,33.0
The Guardian,33.0
The Guardian,33.0
Slavers,33.0
Slime Boss,33.0
Lagavulin,33.0
The Guardian,33.0
The Guardian,33.0
Exordium Thugs,33.0
Centurion and Healer,33.0
Gremlin Nob,33.0
Slime Boss,33.0
3 Sentries,33.0
The Heart,33.0
Gremlin Nob,33.0
Slavers,33.0
Slavers,33.0
3 Sentries,33.0
Snake Plant,33.0
Spheric Guardian,33.0
3 Darklings,33.0
Hexaghost,33.0
2 Thieves,33.0
Snake Plant,33.0
Lagavulin,33.0
Lagavulin,33.0
Gremlin Nob,33.0
2 Thieves,33.0
Lagavulin,33.0
Shelled Parasite and Fungi,33.0
3 Darklings,33.0
Centurion and Healer,33.0
3 Darklings,33.0
Maw,33.0
Reptomancer,33.0
Gremlin Leader,33.0
3 Sentries,33.0
Giant Head,33.0
2 Thieves,33.0
Slime Boss,33.0
3 Sentries,33.0
Lagavulin,33.0
4 Shapes,33.0
Book of Stabbing,33.0
The Heart,33.0
Gremlin Nob,33.0
3 Darklings,33.0
The Heart,33.0
2 Orb Walkers,33.0
The Heart,33.0
Shield and Spear,33.0
3 Sentries,33.0
Hexaghost,33.0
Gremlin Nob,33.0
Slime Boss,33.0
3 Sentries,33.0
Snake Plant,33.0
Snake Plant,33.0
The Guardian,33.0
Champ,33.0
Shield and Spear,33.0
3 Sentries,33.0
Champ,33.0
Slime Boss,33.0
Cultist and Chosen,33.0
Shield and Spear,33.0
Lagavulin,33.0
Book of Stabbing,33.0
Lagavulin,33.0
3 Sentries,33.0
Slavers,33.0
Writhing Mass,33.0
Shell Parasite,33.0
Slavers,33.0
Giant Head,33.0
Book of Stabbing,33.0
Collector,33.0
Champ,33.0
Shell Parasite,33.0
Slavers,33.0
3 Byrds,33.0
Book of Stabbing,33.0
The Heart,33.0
Cultist and Chosen,33.0
Slavers,33.0
Gremlin Leader,33.0
Awakened One,33.0
Slavers,33.0
Lagavulin,33.0
3 Sentries,33.0
Reptomancer,33.0
Snake Plant,33.0
Slavers,33.0
Gremlin Leader,33.0
Jaw Worm,33.0
Gremlin Nob,33.0
Centurion and Healer,33.0
Slavers,33.0
Champ,33.0
Book of Stabbing,33.0
Slime Boss,33.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Reptomancer,32.0
Time Eater,32.0
Lagavulin,32.0
Hexaghost,32.0
Hexaghost,32.0
Lagavulin,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Champ,32.0
Maw,32.0
Lagavulin,32.0
The Heart,32.0
Gremlin Nob,32.0
Collector,32.0
Hexaghost,32.0
3 Sentries,32.0
The Heart,32.0
Lagavulin,32.0
3 Sentries,32.0
Gremlin Nob,32.0
Book of Stabbing,32.0
Collector,32.0
Slime Boss,32.0
Slavers,32.0
2 Thieves,32.0
Donu and Deca,32.0
Automaton,32.0
Shelled Parasite and Fungi,32.0
Gremlin Nob,32.0
3 Sentries,32.0
Shield and Spear,32.0
2 Thieves,32.0
Gremlin Leader,32.0
Gremlin Nob,32.0
Reptomancer,32.0
Gremlin Nob,32.0
Shelled Parasite and Fungi,32.0
Gremlin Nob,32.0
Book of Stabbing,32.0
The Guardian,32.0
Book of Stabbing,32.0
Gremlin Nob,32.0
3 Byrds,32.0
Exordium Wildlife,32.0
3 Sentries,32.0
3 Sentries,32.0
Lagavulin,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Shell Parasite,32.0
Time Eater,32.0
3 Byrds,32.0
Chosen and Byrds,32.0
3 Sentries,32.0
Gremlin Nob,32.0
Writhing Mass,32.0
Lagavulin,32.0
Giant Head,32.0
Gremlin Nob,32.0
Snake Plant,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Shelled Parasite and Fungi,32.0
3 Sentries,32.0
Snake Plant,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
3 Sentries,32.0
Champ,32.0
The Heart,32.0
Slavers,32.0
Chosen,32.0
Writhing Mass,32.0
Slavers,32.0
Gremlin Nob,32.0
Lagavulin,32.0
Gremlin Nob,32.0
Slime Boss,32.0
Gremlin Nob,32.0
Chosen,32.0
Cultist and Chosen,32.0
Hexaghost,32.0
Slime Boss,32.0
Gremlin Nob,32.0
Shell Parasite,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Gremlin Nob,32.0
Hexaghost,32.0
Time Eater,32.0
Book of Stabbing,32.0
3 Darklings,32.0
Gremlin Nob,32.0
Exordium Wildlife,32.0
Gremlin Nob,32.0
Lagavulin,32.0
Gremlin Nob,32.0
The Guardian,32.0
Automaton,32.0
Slime Boss,32.0
Gremlin Nob,32.0
3 Sentries,32.0
3 Sentries,32.0
Gremlin Nob,32.0
Hexaghost,32.0
Nemesis,32.0
Giant Head,32.0
Gremlin Nob,32.0
3 Sentries,32.0
Masked Bandits,32.0
Gremlin Nob,32.0
Jaw Worm Horde,32.0
Gremlin Leader,32.0
Awakened One,32.0
3 Sentries,32.0
Gremlin Nob,32.0
Awakened One,32.0
Slime Boss,32.0
Lagavulin,32.0
The Guardian,32.0
Book of Stabbing,32.0
Gremlin Nob,32.0
The Guardian,32.0
The Guardian,32.0
Gremlin Nob,32.0
Hexaghost,32.0
Spire Growth,32.0
Time Eater,32.0
Slavers,32.0
Automaton,32.0
Collector,32.0
Spire Growth,32.0
Collector,32.0
Gremlin Leader,32.0
Gremlin Nob,32.0
Awakened One,32.0
Slime Boss,32.0
2 Thieves,32.0
Reptomancer,32.0
3 Sentries,32.0
Cultist and Chosen,32.0
Gremlin Nob,32.0
3 Sentries,32.0
Book of Stabbing,32.0
3 Byrds,32.0
3 Sentries,32.0
Hexaghost,32.0
Snake Plant,31.0
Jaw Worm Horde,31.0
The Guardian,31.0
Exordium Thugs,31.0
Gremlin Nob,31.0
Giant Head,31.0
Slavers,31.0
Centurion and Healer,31.0
2 Thieves,31.0
Spire Growth,31.0
Hexaghost,31.0
The Guardian,31.0
Book of Stabbing,31.0
Shell Parasite,31.0
Gremlin Nob,31.0
Snake Plant,31.0
Gremlin Nob,31.0
Hexaghost,31.0
Book of Stabbing,31.0
Slavers,31.0
Jaw Worm,31.0
Mind Bloom Boss Battle,31.0
3 Sentries,31.0
3 Sentries,31.0
2 Thieves,31.0
Gremlin Leader,31.0
Gremlin Leader,31.0
Snecko,31.0
3 Sentries,31.0
Book of Stabbing,31.0
Gremlin Nob,31.0
Large Slime,31.0
The Guardian,31.0
Shelled Parasite and Fungi,31.0
Shelled Parasite and Fungi,31.0
Awakened One,31.0
3 Sentries,31.0
Slavers,31.0
3 Sentries,31.0
Jaw Worm Horde,31.0
Hexaghost,31.0
Hexaghost,31.0
Gremlin Nob,31.0
Centurion and Healer,31.0
Book of Stabbing,31.0
Book of Stabbing,31.0
Book of Stabbing,31.0
Shelled Parasite and Fungi,31.0
3 Byrds,31.0
Book of Stabbing,31.0
Awakened One,31.0
3 Byrds,31.0
3 Sentries,31.0
Donu and Deca,31.0
The Heart,31.0
Shelled Parasite and Fungi,31.0
Hexaghost,31.0
Lagavulin,31.0
3 Darklings,31.0
The Guardian,31.0
Shell Parasite,31.0
Maw,31.0
Collector,31.0
Donu and Deca,31.0
Jaw Worm Horde,31.0
Automaton,31.0
Slavers,31.0
2 Thieves,31.0
Book of Stabbing,31.0
Lagavulin,31.0
Centurion and Healer,31.0
The Guardian,31.0
Book of Stabbing,31.0
Awakened One,31.0
Sentry and Sphere,31.0
Shelled Parasite and Fungi,31.0
3 Sentries,31.0
Slime Boss,31.0
Shield and Spear,31.0
Spire Growth,31.0
3 Darklings,31.0
Lagavulin,31.0
Gremlin Leader,31.0
Book of Stabbing,31.0
Centurion and Healer,31.0
Champ,31.0
Gremlin Nob,31.0
Slavers,31.0
Awakened One,31.0
Spheric Guardian,31.0
Gremlin Gang,31.0
Reptomancer,31.0
The Guardian,31.0
Shelled Parasite and Fungi,31.0
4 Shapes,31.0
Slime Boss,31.0
Lagavulin,31.0
3 Sentries,31.0
Slavers,31.0
Chosen,31.0
3 Darklings,31.0
Shelled Parasite and Fungi,31.0
Transient,31.0
Slavers,31.0
Cultist and Chosen,31.0
Slavers,31.0
Gremlin Nob,31.0
Gremlin Nob,31.0
Book of Stabbing,31.0
Collector,31.0
3 Sentries,31.0
Gremlin Leader,31.0
Lagavulin,31.0
Slime Boss,31.0
3 Byrds,31.0
3 Shapes,31.0
Awakened One,31.0
The Guardian,31.0
Giant Head,31.0
Slavers,31.0
Shelled Parasite and Fungi,31.0
3 Sentries,31.0
Gremlin Leader,31.0
Cultist and Chosen,31.0
Hexaghost,31.0
Collector,31.0
3 Sentries,31.0
Giant Head,31.0
Slime Boss,31.0
The Guardian,31.0
Cultist and Chosen,31.0
3 Darklings,31.0
3 Byrds,31.0
The Guardian,31.0
3 Byrds,31.0
Lagavulin,31.0
The Guardian,31.0
Snake Plant,31.0
Book of Stabbing,31.0
3 Shapes,31.0
Champ,31.0
Gremlin Nob,31.0
Gremlin Nob,31.0
Slavers,31.0
Shelled Parasite and Fungi,31.0
Shelled Parasite and Fungi,31.0
Slime Boss,31.0
Lagavulin,31.0
Book of Stabbing,31.0
2 Thieves,31.0
The Guardian,31.0
Gremlin Leader,31.0
Slavers,31.0
Slime Boss,31.0
2 Thieves,31.0
Automaton,31.0
Book of Stabbing,31.0
3 Sentries,31.0
Gremlin Nob,31.0
Masked Bandits,31.0
Hexaghost,31.0
3 Sentries,31.0
3 Sentries,31.0
Slime Boss,30.0
Gremlin Leader,30.0
Masked Bandits,30.0
3 Sentries,30.0
Snecko,30.0
Slavers,30.0
Slime Boss,30.0
Cultist and Chosen,30.0
Gremlin Nob,30.0
Lagavulin Event,30.0
Hexaghost,30.0
Reptomancer,30.0
Nemesis,30.0
Lagavulin,30.0
Lagavulin,30.0
Lagavulin,30.0
Slavers,30.0
Shelled Parasite and Fungi,30.0
3 Sentries,30.0
Slime Boss,30.0
Slavers,30.0
Snake Plant,30.0
Gremlin Leader,30.0
Spheric Guardian,30.0
3 Byrds,30.0
Awakened One,30.0
The Guardian,30.0
Sentry and Sphere,30.0
3 Sentries,30.0
Slavers,30.0
Shelled Parasite and Fungi,30.0
Donu and Deca,30.0
The Guardian,30.0
Lagavulin,30.0
Snake Plant,30.0
Maw,30.0
3 Sentries,30.0
Time Eater,30.0
Hexaghost,30.0
3 Sentries,30.0
Automaton,30.0
Shelled Parasite and Fungi,30.0
Slavers,30.0
Exordium Thugs,30.0
Champ,30.0
Gremlin Nob,30.0
3 Sentries,30.0
Spheric Guardian,30.0
Lagavulin,30.0
Lagavulin,30.0
Large Slime,30.0
Snake Plant,30.0
3 Sentries,30.0
Shell Parasite,30.0
Gremlin Gang,30.0
Shield and Spear,30.0
The Guardian,30.0
3 Sentries,30.0
Hexaghost,30.0
Gremlin Nob,30.0
3 Darklings,30.0
Gremlin Nob,30.0
Gremlin Nob,30.0
2 Thieves,30.0
Lagavulin,30.0
Collector,30.0
Hexaghost,30.0
3 Darklings,30.0
Slime Boss,30.0
Lagavulin,30.0
Gremlin Gang,30.0
3 Darklings,30.0
3 Sentries,30.0
Orb Walker,30.0
3 Sentries,30.0
3 Darklings,30.0
Reptomancer,30.0
Slime Boss,30.0
Gremlin Leader,30.0
Large Slime,30.0
Donu and Deca,30.0
Champ,30.0
Gremlin Gang,30.0
Lagavulin,30.0
Reptomancer,30.0
The Guardian,30.0
Hexaghost,30.0
Book of Stabbing,30.0
3 Byrds,30.0
The Guardian,30.0
3 Shapes,30.0
3 Sentries,30.0
3 Sentries,30.0
2 Thieves,30.0
Shelled Parasite and Fungi,30.0
3 Sentries,30.0
3 Sentries,30.0
Lagavulin,30.0
Slavers,30.0
2 Thieves,30.0
Snecko,30.0
Book of Stabbing,30.0
Gremlin Nob,30.0
Exordium Wildlife,30.0
2 Thieves,30.0
Lagavulin,30.0
3 Sentries,30.0
Gremlin Nob,30.0
Slime Boss,30.0
Slime Boss,30.0
Snake Plant,30.0
The Guardian,30.0
Exordium Thugs,30.0
Nemesis,30.0
Champ,30.0
3 Byrds,30.0
Gremlin Nob,30.0
Gremlin Nob,30.0
The Guardian,30.0
3 Sentries,30.0
Gremlin Nob,30.0
Hexaghost,30.0
Slavers,30.0
Lagavulin,30.0
Lagavulin,30.0
Hexaghost,30.0
3 Sentries,30.0
Lagavulin,30.0
Large Slime,30.0
3 Sentries,30.0
3 Darklings,30.0
Shield and Spear,30.0
Masked Bandits,30.0
Slavers,30.0
Hexaghost,30.0
3 Sentries,30.0
3 Sentries,30.0
3 Sentries,30.0
3 Darklings,30.0
Hexaghost,30.0
The Guardian,30.0
Lagavulin,30.0
Gremlin Nob,30.0
Nemesis,30.0
Hexaghost,30.0
Reptomancer,30.0
Gremlin Nob,30.0
2 Orb Walkers,30.0
Spheric Guardian,30.0
Collector,30.0
Spheric Guardian,30.0
Exordium Thugs,30.0
3 Sentries,30.0
Slavers,30.0
3 Sentries,30.0
Gremlin Gang,30.0
3 Sentries,30.0
Sentry and Sphere,30.0
Hexaghost,30.0
3 Sentries,30.0
3 Sentries,30.0
Donu and Deca,30.0
3 Sentries,30.0
Book of Stabbing,30.0
Lagavulin,30.0
Lagavulin,30.0
Shield and Spear,30.0
Nemesis,30.0
3 Byrds,29.0
Shell Parasite,29.0
Hexaghost,29.0
Reptomancer,29.0
Gremlin Leader,29.0
Gremlin Nob,29.0
Lagavulin,29.0
Giant Head,29.0
Book of Stabbing,29.0
Lagavulin,29.0
Shelled Parasite and Fungi,29.0
3 Sentries,29.0
The Guardian,29.0
Gremlin Nob,29.0
Slime Boss,29.0
Lagavulin,29.0
Sentry and Sphere,29.0
Slavers,29.0
Shield and Spear,29.0
Lagavulin,29.0
Jaw Worm Horde,29.0
Book of Stabbing,29.0
Slavers,29.0
Book of Stabbing,29.0
2 Thieves,29.0
Collector,29.0
Slime Boss,29.0
3 Sentries,29.0
Book of Stabbing,29.0
3 Byrds,29.0
3 Sentries,29.0
Gremlin Nob,29.0
3 Louse,29.0
Book of Stabbing,29.0
Cultist and Chosen,29.0
3 Sentries,29.0
3 Sentries,29.0
Hexaghost,29.0
Collector,29.0
The Heart,29.0
Shell Parasite,29.0
3 Darklings,29.0
3 Sentries,29.0
Automaton,29.0
Slavers,29.0
Lagavulin,29.0
Shield and Spear,29.0
Donu and Deca,29.0
Lagavulin,29.0
Gremlin Nob,29.0
Collector,29.0
3 Darklings,29.0
Automaton,29.0
Hexaghost,29.0
Shell Parasite,29.0
Gremlin Nob,29.0
Slavers,29.0
Automaton,29.0
Jaw Worm Horde,29.0
Hexaghost,29.0
3 Sentries,29.0
Awakened One,29.0
Time Eater,29.0
Snake Plant,29.0
Snake Plant,29.0
Transient,29.0
The Mushroom Lair,29.0
Slime Boss,29.0
3 Sentries,29.0
The Guardian,29.0
3 Sentries,29.0
Gremlin Nob,29.0
